,abbreviation,full_name,nick_name,conference,division,city_state_region,season,venue,logo
517,PIT,Pittsburgh Steelers,Steelers,AFC,AFC_NORTH,Pittsburgh,2019,Heinz Field,PIT_logo.webp
518,ARI,Arizona Cardinals,Cardinals,NFC,NFC_WEST,Arizona,2019,State Farm Stadium,ARI_logo.webp
519,PHI,Philadelphia Eagles,Eagles,NFC,NFC_EAST,Philadelphia,2019,Lincoln Financial Field,PHI_logo.webp
520,NYJ,New York Jets,Jets,AFC,AFC_EAST,New York Jets,2019,MetLife Stadium,NYJ_logo.webp
521,NYG,New York Giants,Giants,NFC,NFC_EAST,New York Giants,2019,MetLife Stadium,NYG_logo.webp
522,NO,New Orleans Saints,Saints,NFC,NFC_SOUTH,New Orleans,2019,Mercedes-Benz Superdome,NO_logo.webp
523,NE,New England Patriots,Patriots,AFC,AFC_EAST,New England,2019,Gillette Stadium,NE_logo.webp
524,MIN,Minnesota Vikings,Vikings,NFC,NFC_NORTH,Minnesota,2019,U.S. Bank Stadium,MIN_logo.webp
525,MIA,Miami Dolphins,Dolphins,AFC,AFC_EAST,Miami,2019,Hard Rock Stadium,MIA_logo.webp
526,LV,Oakland Raiders,Raiders,AFC,AFC_WEST,Oakland,2019,Oakland-Alameda County Coliseum,LV_logo.webp
527,LA,Los Angeles Rams,Rams,NFC,NFC_WEST,Los Angeles Rams,2019,Los Angeles Memorial Coliseum,LA_logo.webp
528,KC,Kansas City Chiefs,Chiefs,AFC,AFC_WEST,Kansas City,2019,Arrowhead Stadium,KC_logo.webp
529,JAX,Jacksonville Jaguars,Jaguars,AFC,AFC_SOUTH,Jacksonville,2019,TIAA Bank Field,JAX_logo.webp
530,IND,Indianapolis Colts,Colts,AFC,AFC_SOUTH,Indianapolis,2019,Lucas Oil Stadium,IND_logo.webp
531,HOU,Houston Texans,Texans,AFC,AFC_SOUTH,Houston,2019,NRG Stadium,HOU_logo.webp
532,TEN,Tennessee Titans,Titans,AFC,AFC_SOUTH,Tennessee,2019,Nissan Stadium,TEN_logo.webp
533,GB,Green Bay Packers,Packers,NFC,NFC_NORTH,Green Bay,2019,Lambeau Field,GB_logo.webp
534,DET,Detroit Lions,Lions,NFC,NFC_NORTH,Detroit,2019,Ford Field,DET_logo.webp
535,DEN,Denver Broncos,Broncos,AFC,AFC_WEST,Denver,2019,Empower Field at Mile High,DEN_logo.webp
536,DAL,Dallas Cowboys,Cowboys,NFC,NFC_EAST,Dallas,2019,AT&T Stadium,DAL_logo.webp
537,CLE,Cleveland Browns,Browns,AFC,AFC_NORTH,Cleveland,2019,FirstEnergy Stadium,CLE_logo.webp
538,CIN,Cincinnati Bengals,Bengals,AFC,AFC_NORTH,Cincinnati,2019,Paul Brown Stadium,CIN_logo.webp
539,CHI,Chicago Bears,Bears,NFC,NFC_NORTH,Chicago,2019,Soldier Field,CHI_logo.webp
540,CAR,Carolina Panthers,Panthers,NFC,NFC_SOUTH,Carolina,2019,Bank of America Stadium,CAR_logo.webp
541,BUF,Buffalo Bills,Bills,AFC,AFC_EAST,Buffalo,2019,New Era Field,BUF_logo.webp
542,BAL,Baltimore Ravens,Ravens,AFC,AFC_NORTH,Baltimore,2019,M&T Bank Stadium,BAL_logo.webp
543,ATL,Atlanta Falcons,Falcons,NFC,NFC_SOUTH,Atlanta,2019,Mercedes-Benz Stadium,ATL_logo.webp
544,WAS,Washington Football Team,Football Team,NFC,NFC_EAST,Washington,2020,FedExField,WAS_logo.webp
545,TB,Tampa Bay Buccaneers,Buccaneers,NFC,NFC_SOUTH,Tampa Bay,2020,Raymond James Stadium,TB_logo.webp
546,SEA,Seattle Seahawks,Seahawks,NFC,NFC_WEST,Seattle,2020,Lumen Field,SEA_logo.webp
547,SF,San Francisco 49ers,49ers,NFC,NFC_WEST,San Francisco,2020,Levi's® Stadium,SF_logo.webp
548,LAC,Los Angeles Chargers,Chargers,AFC,AFC_WEST,L.A. Chargers,2020,SoFi Stadium,LAC_logo.webp
549,PIT,Pittsburgh Steelers,Steelers,AFC,AFC_NORTH,Pittsburgh,2020,Heinz Field,PIT_logo.webp
550,ARI,Arizona Cardinals,Cardinals,NFC,NFC_WEST,Arizona,2020,State Farm Stadium,ARI_logo.webp
551,PHI,Philadelphia Eagles,Eagles,NFC,NFC_EAST,Philadelphia,2020,Lincoln Financial Field,PHI_logo.webp
552,NYJ,New York Jets,Jets,AFC,AFC_EAST,N.Y. Jets,2020,MetLife Stadium,NYJ_logo.webp
553,NYG,New York Giants,Giants,NFC,NFC_EAST,N.Y. Giants,2020,MetLife Stadium,NYG_logo.webp
554,NO,New Orleans Saints,Saints,NFC,NFC_SOUTH,New Orleans,2020,Mercedes-Benz Superdome,NO_logo.webp
555,NE,New England Patriots,Patriots,AFC,AFC_EAST,New England,2020,Gillette Stadium,NE_logo.webp
556,MIN,Minnesota Vikings,Vikings,NFC,NFC_NORTH,Minnesota,2020,U.S. Bank Stadium,MIN_logo.webp
557,MIA,Miami Dolphins,Dolphins,AFC,AFC_EAST,Miami,2020,Hard Rock Stadium,MIA_logo.webp
558,LV,Las Vegas Raiders,Raiders,AFC,AFC_WEST,Las Vegas,2020,Allegiant Stadium,LV_logo.webp
559,LA,Los Angeles Rams,Rams,NFC,NFC_WEST,L.A. Rams,2020,SoFi Stadium,LA_logo.webp
560,KC,Kansas City Chiefs,Chiefs,AFC,AFC_WEST,Kansas City,2020,Arrowhead Stadium,KC_logo.webp
561,JAX,Jacksonville Jaguars,Jaguars,AFC,AFC_SOUTH,Jacksonville,2020,TIAA Bank Field,JAX_logo.webp
562,IND,Indianapolis Colts,Colts,AFC,AFC_SOUTH,Indianapolis,2020,Lucas Oil Stadium,IND_logo.webp
563,HOU,Houston Texans,Texans,AFC,AFC_SOUTH,Houston,2020,NRG Stadium,HOU_logo.webp
564,TEN,Tennessee Titans,Titans,AFC,AFC_SOUTH,Tennessee,2020,Nissan Stadium,TEN_logo.webp
565,GB,Green Bay Packers,Packers,NFC,NFC_NORTH,Green Bay,2020,Lambeau Field,GB_logo.webp
566,DET,Detroit Lions,Lions,NFC,NFC_NORTH,Detroit,2020,Ford Field,DET_logo.webp
567,DEN,Denver Broncos,Broncos,AFC,AFC_WEST,Denver,2020,Empower Field at Mile High,DEN_logo.webp
568,DAL,Dallas Cowboys,Cowboys,NFC,NFC_EAST,Dallas,2020,AT&T Stadium,DAL_logo.webp
569,CLE,Cleveland Browns,Browns,AFC,AFC_NORTH,Cleveland,2020,FirstEnergy Stadium,CLE_logo.webp
570,CIN,Cincinnati Bengals,Bengals,AFC,AFC_NORTH,Cincinnati,2020,Paul Brown Stadium,CIN_logo.webp
571,CHI,Chicago Bears,Bears,NFC,NFC_NORTH,Chicago,2020,Soldier Field,CHI_logo.webp
572,CAR,Carolina Panthers,Panthers,NFC,NFC_SOUTH,Carolina,2020,Bank of America Stadium,CAR_logo.webp
573,BUF,Buffalo Bills,Bills,AFC,AFC_EAST,Buffalo,2020,Bills Stadium,BUF_logo.webp
574,BAL,Baltimore Ravens,Ravens,AFC,AFC_NORTH,Baltimore,2020,M&T Bank Stadium,BAL_logo.webp
575,ATL,Atlanta Falcons,Falcons,NFC,NFC_SOUTH,Atlanta,2020,Mercedes-Benz Stadium,ATL_logo.webp
576,WAS,Washington Football Team,Football Team,NFC,NFC_EAST,Washington,2021,FedExField,WAS_logo.webp
577,TB,Tampa Bay Buccaneers,Buccaneers,NFC,NFC_SOUTH,Tampa Bay,2021,Raymond James Stadium,TB_logo.webp
578,SEA,Seattle Seahawks,Seahawks,NFC,NFC_WEST,Seattle,2021,CenturyLink Field,SEA_logo.webp
579,SF,San Francisco 49ers,49ers,NFC,NFC_WEST,San Francisco,2021,Levi's® Stadium,SF_logo.webp
580,LAC,Los Angeles Chargers,Chargers,AFC,AFC_WEST,L.A. Chargers,2021,SoFi Stadium,LAC_logo.webp
581,PIT,Pittsburgh Steelers,Steelers,AFC,AFC_NORTH,Pittsburgh,2021,Heinz Field,PIT_logo.webp
582,ARI,Arizona Cardinals,Cardinals,NFC,NFC_WEST,Arizona,2021,State Farm Stadium,ARI_logo.webp
583,PHI,Philadelphia Eagles,Eagles,NFC,NFC_EAST,Philadelphia,2021,Lincoln Financial Field,PHI_logo.webp
584,NYJ,New York Jets,Jets,AFC,AFC_EAST,N.Y. Jets,2021,MetLife Stadium,NYJ_logo.webp
585,NYG,New York Giants,Giants,NFC,NFC_EAST,N.Y. Giants,2021,MetLife Stadium,NYG_logo.webp
586,NO,New Orleans Saints,Saints,NFC,NFC_SOUTH,New Orleans,2021,Caesars Superdome,NO_logo.webp
587,NE,New England Patriots,Patriots,AFC,AFC_EAST,New England,2021,Gillette Stadium,NE_logo.webp
588,MIN,Minnesota Vikings,Vikings,NFC,NFC_NORTH,Minnesota,2021,U.S. Bank Stadium,MIN_logo.webp
589,MIA,Miami Dolphins,Dolphins,AFC,AFC_EAST,Miami,2021,Hard Rock Stadium,MIA_logo.webp
590,LV,Las Vegas Raiders,Raiders,AFC,AFC_WEST,Las Vegas,2021,Allegiant Stadium,LV_logo.webp
591,LA,Los Angeles Rams,Rams,NFC,NFC_WEST,L.A. Rams,2021,SoFi Stadium,LA_logo.webp
592,KC,Kansas City Chiefs,Chiefs,AFC,AFC_WEST,Kansas City,2021,GEHA Field at Arrowhead Stadium,KC_logo.webp
593,JAX,Jacksonville Jaguars,Jaguars,AFC,AFC_SOUTH,Jacksonville,2021,TIAA Bank Field,JAX_logo.webp
594,IND,Indianapolis Colts,Colts,AFC,AFC_SOUTH,Indianapolis,2021,Lucas Oil Stadium,IND_logo.webp
595,HOU,Houston Texans,Texans,AFC,AFC_SOUTH,Houston,2021,NRG Stadium,HOU_logo.webp
596,TEN,Tennessee Titans,Titans,AFC,AFC_SOUTH,Tennessee,2021,Nissan Stadium,TEN_logo.webp
597,GB,Green Bay Packers,Packers,NFC,NFC_NORTH,Green Bay,2021,Lambeau Field,GB_logo.webp
598,DET,Detroit Lions,Lions,NFC,NFC_NORTH,Detroit,2021,Ford Field,DET_logo.webp
599,DEN,Denver Broncos,Broncos,AFC,AFC_WEST,Denver,2021,Empower Field at Mile High,DEN_logo.webp
600,DAL,Dallas Cowboys,Cowboys,NFC,NFC_EAST,Dallas,2021,AT&T Stadium,DAL_logo.webp
601,CLE,Cleveland Browns,Browns,AFC,AFC_NORTH,Cleveland,2021,FirstEnergy Stadium,CLE_logo.webp
602,CIN,Cincinnati Bengals,Bengals,AFC,AFC_NORTH,Cincinnati,2021,Paul Brown Stadium,CIN_logo.webp
603,CHI,Chicago Bears,Bears,NFC,NFC_NORTH,Chicago,2021,Soldier Field,CHI_logo.webp
604,CAR,Carolina Panthers,Panthers,NFC,NFC_SOUTH,Carolina,2021,Bank of America Stadium,CAR_logo.webp
605,BUF,Buffalo Bills,Bills,AFC,AFC_EAST,Buffalo,2021,Highmark Stadium,BUF_logo.webp
606,BAL,Baltimore Ravens,Ravens,AFC,AFC_NORTH,Baltimore,2021,M&T Bank Stadium,BAL_logo.webp
607,ATL,Atlanta Falcons,Falcons,NFC,NFC_SOUTH,Atlanta,2021,Mercedes-Benz Stadium,ATL_logo.webp
608,WAS,Washington Commanders,Commanders,NFC,NFC_EAST,Washington,2022,FedExField,WAS_logo.webp
609,TB,Tampa Bay Buccaneers,Buccaneers,NFC,NFC_SOUTH,Tampa Bay,2022,Raymond James Stadium,TB_logo.webp
610,SEA,Seattle Seahawks,Seahawks,NFC,NFC_WEST,Seattle,2022,CenturyLink Field,SEA_logo.webp
611,SF,San Francisco 49ers,49ers,NFC,NFC_WEST,San Francisco,2022,Levi's® Stadium,SF_logo.webp
612,LAC,Los Angeles Chargers,Chargers,AFC,AFC_WEST,L.A. Chargers,2022,SoFi Stadium,LAC_logo.webp
613,PIT,Pittsburgh Steelers,Steelers,AFC,AFC_NORTH,Pittsburgh,2022,Heinz Field,PIT_logo.webp
614,ARI,Arizona Cardinals,Cardinals,NFC,NFC_WEST,Arizona,2022,State Farm Stadium,ARI_logo.webp
615,PHI,Philadelphia Eagles,Eagles,NFC,NFC_EAST,Philadelphia,2022,Lincoln Financial Field,PHI_logo.webp
616,NYJ,New York Jets,Jets,AFC,AFC_EAST,N.Y. Jets,2022,MetLife Stadium,NYJ_logo.webp
617,NYG,New York Giants,Giants,NFC,NFC_EAST,N.Y. Giants,2022,MetLife Stadium,NYG_logo.webp
618,NO,New Orleans Saints,Saints,NFC,NFC_SOUTH,New Orleans,2022,Caesars Superdome,NO_logo.webp
619,NE,New England Patriots,Patriots,AFC,AFC_EAST,New England,2022,Gillette Stadium,NE_logo.webp
620,MIN,Minnesota Vikings,Vikings,NFC,NFC_NORTH,Minnesota,2022,U.S. Bank Stadium,MIN_logo.webp
621,MIA,Miami Dolphins,Dolphins,AFC,AFC_EAST,Miami,2022,Hard Rock Stadium,MIA_logo.webp
622,LV,Las Vegas Raiders,Raiders,AFC,AFC_WEST,Las Vegas,2022,Allegiant Stadium,LV_logo.webp
623,LA,Los Angeles Rams,Rams,NFC,NFC_WEST,L.A. Rams,2022,SoFi Stadium,LA_logo.webp
624,KC,Kansas City Chiefs,Chiefs,AFC,AFC_WEST,Kansas City,2022,GEHA Field at Arrowhead Stadium,KC_logo.webp
625,JAX,Jacksonville Jaguars,Jaguars,AFC,AFC_SOUTH,Jacksonville,2022,TIAA Bank Field,JAX_logo.webp
626,IND,Indianapolis Colts,Colts,AFC,AFC_SOUTH,Indianapolis,2022,Lucas Oil Stadium,IND_logo.webp
627,HOU,Houston Texans,Texans,AFC,AFC_SOUTH,Houston,2022,NRG Stadium,HOU_logo.webp
628,TEN,Tennessee Titans,Titans,AFC,AFC_SOUTH,Tennessee,2022,Nissan Stadium,TEN_logo.webp
629,GB,Green Bay Packers,Packers,NFC,NFC_NORTH,Green Bay,2022,Lambeau Field,GB_logo.webp
630,DET,Detroit Lions,Lions,NFC,NFC_NORTH,Detroit,2022,Ford Field,DET_logo.webp
631,DEN,Denver Broncos,Broncos,AFC,AFC_WEST,Denver,2022,Empower Field at Mile High,DEN_logo.webp
632,DAL,Dallas Cowboys,Cowboys,NFC,NFC_EAST,Dallas,2022,AT&T Stadium,DAL_logo.webp
633,CLE,Cleveland Browns,Browns,AFC,AFC_NORTH,Cleveland,2022,FirstEnergy Stadium,CLE_logo.webp
634,CIN,Cincinnati Bengals,Bengals,AFC,AFC_NORTH,Cincinnati,2022,Paul Brown Stadium,CIN_logo.webp
635,CHI,Chicago Bears,Bears,NFC,NFC_NORTH,Chicago,2022,Soldier Field,CHI_logo.webp
636,CAR,Carolina Panthers,Panthers,NFC,NFC_SOUTH,Carolina,2022,Bank of America Stadium,CAR_logo.webp
637,BUF,Buffalo Bills,Bills,AFC,AFC_EAST,Buffalo,2022,Highmark Stadium,BUF_logo.webp
638,BAL,Baltimore Ravens,Ravens,AFC,AFC_NORTH,Baltimore,2022,M&T Bank Stadium,BAL_logo.webp
639,ATL,Atlanta Falcons,Falcons,NFC,NFC_SOUTH,Atlanta,2022,Mercedes-Benz Stadium,ATL_logo.webp
